category,name,discount,badge,sold,url,image
Personal Care,Pantene Leave On Treatment Oil 90ml,-10%,,30 terjual,https://shopee.co.id/Pantene-Leave-On-Treatment-Oil-90ml-i.186214521.51051691487?extraParams=%7B%22display_model_id%22%3A297172350350%2C%22model_selection_logic%22%3A3%7D,https://down-id.img.susercontent.com/file/id-11134275-82252-mh8iowib0tfz46
Personal Care,PEPSODENT Tooth Brush Dental Care,-25%,,114 terjual,https://shopee.co.id/PEPSODENT-Tooth-Brush-Dental-Care-i.186214521.10232127662?extraParams=%7B%22display_model_id%22%3A111669007723%2C%22model_selection_logic%22%3A3%7D,https://down-id.img.susercontent.com/file/id-11134201-7quky-les8uojoox8dd9
Personal Care,HEAD & SHOULDERS Shampoo Lemon Segar 300ml,-20%,,241 terjual,https://shopee.co.id/HEAD-SHOULDERS-Shampoo-Lemon-Segar-300ml-i.186214521.4531952443?extraParams=%7B%22display_model_id%22%3A21533167676%2C%22model_selection_logic%22%3A3%7D,https://down-id.img.susercontent.com/file/id-11134201-7qukz-les8rw6jkbohad
Personal Care,SAFF & Co. Extrait de Parfum - OMNIA 30Ml,-5%,Pilih Lokal,261 terjual,https://shopee.co.id/SAFF-Co.-Extrait-de-Parfum-OMNIA-30Ml-i.186214521.27877524442?extraParams=%7B%22display_model_id%22%3A188249865284%2C%22model_selection_logic%22%3A3%7D,https://down-id.img.susercontent.com/file/id-11134201-7rbk2-m6oz2mfgg3ngd7
Personal Care,Mise en Scene Curling Matte Volume Hair Fixer 200ml,-10%,,49 terjual,https://shopee.co.id/Mise-en-Scene-Curling-Matte-Volume-Hair-Fixer-200ml-i.186214521.46301542665?extraParams=%7B%22display_model_id%22%3A420139716402%2C%22model_selection_logic%22%3A3%7D,https://down-id.img.susercontent.com/file/br-11134275-81z1k-mh5obhy6q70nc1
Personal Care,Beverly's Secret Eau De Parfum 100ml,-15%,,51 terjual,https://shopee.co.id/Beverly's-Secret-Eau-De-Parfum-100ml-i.186214521.50051158833?extraParams=%7B%22display_model_id%22%3A292143817761%2C%22model_selection_logic%22%3A3%7D,https://down-id.img.susercontent.com/file/id-11134207-8224u-mgxc147hveh8bd
Personal Care,PANTENE Shampo Hitam & Panjang 400ml,-20%,Hadiah Gratis,82 terjual,https://shopee.co.id/PANTENE-Shampo-Hitam-Panjang-400ml-i.186214521.21888667306?extraParams=%7B%22display_model_id%22%3A231596773893%2C%22model_selection_logic%22%3A3%7D,https://down-id.img.susercontent.com/file/id-11134201-7qukw-lg1rgwkiyy6768
Personal Care,Moell Gentle Sabun Mandi Bayi Anak Kemasan Refill 500gr - Kulit Kering dan Sensitif - Tanpa SLS & Alkohol - Kulit Sensitif dan Kering,-10%,,15 terjual,https://shopee.co.id/Moell-Gentle-Sabun-Mandi-Bayi-Anak-Kemasan-Refill-500gr-Kulit-Kering-dan-Sensitif-Tanpa-SLS-Alkohol-Kulit-Sensitif-dan-Kering-i.186214521.50903426717?extraParams=%7B%22display_model_id%22%3A320329773493%2C%22model_selection_logic%22%3A3%7D,https://down-id.img.susercontent.com/file/id-11134275-8224u-mijmhma47nrc0b
Personal Care,SASHA Toothpaste Herbal Antibacterial 150g,,,10RB+ terjual,https://shopee.co.id/SASHA-Toothpaste-Herbal-Antibacterial-150g-i.186214521.6351906625?extraParams=%7B%22display_model_id%22%3A60967088945%2C%22model_selection_logic%22%3A3%7D,https://down-id.img.susercontent.com/file/id-11134201-7qul0-les8iy8uptpp63
Personal Care,RESIK-V Sabun Cair Sirih S-Wangi 90ml,-21%,Pilih Lokal,1RB+ terjual,https://shopee.co.id/RESIK-V-Sabun-Cair-Sirih-S-Wangi-90ml-i.186214521.7940668453?extraParams=%7B%22display_model_id%22%3A40173535509%2C%22model_selection_logic%22%3A3%7D,https://down-id.img.susercontent.com/file/id-11134207-7rbk8-m7hcu1gbpq6cf0
Personal Care,Mykonos Moroccan Vanilla EDP 15 Ml,-8%,Pilih Lokal,1RB+ terjual,https://shopee.co.id/Mykonos-Moroccan-Vanilla-EDP-15-Ml-i.186214521.25522056692?extraParams=%7B%22display_model_id%22%3A207409337453%2C%22model_selection_logic%22%3A3%7D,https://down-id.img.susercontent.com/file/id-11134201-7r98v-ltlt9vuzg9rlb6
Personal Care,PIERROT Sikat Gigi Orthodontic Refill,-50%,,103 terjual,https://shopee.co.id/PIERROT-Sikat-Gigi-Orthodontic-Refill-i.186214521.3029763076?extraParams=%7B%22display_model_id%22%3A81384357826%2C%22model_selection_logic%22%3A3%7D,https://down-id.img.susercontent.com/file/id-11134201-7qul0-les8zbne725pfd
Personal Care,Azarine Kids Body Wash 300Ml,-15%,Hadiah Gratis,243 terjual,https://shopee.co.id/Azarine-Kids-Body-Wash-300Ml-i.186214521.28903602238?extraParams=%7B%22display_model_id%22%3A218505063384%2C%22model_selection_logic%22%3A3%7D,https://down-id.img.susercontent.com/file/id-11134201-7rbk3-m8quprijyl8t0f
Personal Care,SYSTEMA Toothbrush Nine Degree Sensitive Kemasan Ekonomis Isi 3,-30%,,9RB+ terjual,https://shopee.co.id/SYSTEMA-Toothbrush-Nine-Degree-Sensitive-Kemasan-Ekonomis-Isi-3-i.186214521.22270905121?extraParams=%7B%22display_model_id%22%3A221707692446%2C%22model_selection_logic%22%3A3%7D,https://down-id.img.susercontent.com/file/id-11134201-7qul7-lhycmefmh4d0c9
